,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,pb,curr_iss_amt,convert_cd,sum
48,128065,雅化转债,-0.81%,94.902,-4.45,27.68,0,2.85,AA,5.778,2.45,8.000,未到转股期,84.338
13,128066,亚泰转债,-1.12%,99.0,-8.72,14.14,0,3.15,AA-,5.781,1.93,4.800,未到转股期,90.395
29,113528,长城转债,-1.54%,99.04,-4.32,18.17,0,3.24,AA-,5.652,1.97,6.340,未到转股期,87.3325
26,128044,岭南转债,-1.36%,99.511,-1.76,17.12,1,2.41,AA,5.107,1.7,6.594,128044,87.649
39,113524,奇精转债,-1.24%,99.85,-2.65,19.95,0,3.23,AA,5.441,2.21,3.300,191524,85.1875
0,113537,文灿转债,-1.64%,99.99,-5.36,5.44,0,3.5,AA-,5.926,2.0,8.000,未到转股期,95.93
22,113535,大业转债,-0.97%,100.1,-3.71,15.45,0,2.67,AA,4.838,2.08,5.000,未到转股期,88.3125
19,128050,钧达转债,-0.44%,100.259,0.58,14.36,0,4.11,AA-,5.43,2.61,3.200,128050,88.971
25,123023,迪森转债,-1.28%,100.423,-6.86,15.53,0,2.5,AA,5.704,1.44,6.000,未到转股期,87.9295
12,113514,威帝转债,-1.89%,100.7,-5.0,11.76,0,2.6,A+,4.036,2.85,1.998,191514,90.47999999999999
5,128062,亚药转债,0.00%,101.001,4.16,7.41,0,3.12,AA,5.74,3.19,9.650,未到转股期,93.44149999999999
4,128056,今飞转债,-2.08%,101.1,-10.0,7.27,0,3.4,A+,5.649,2.27,3.680,未到转股期,93.4475
14,113521,科森转债,-2.32%,101.25,-3.89,11.36,0,2.58,AA,5.364,1.74,6.098,191521,90.23
32,123004,铁汉转债,-1.76%,101.891,-3.01,14.84,1,1.83,AA,4.449,1.31,8.332,123004,86.979
46,127003,海印转债,-0.85%,102.03,-3.68,18.0,2,3.71,AA,2.921,1.7,9.416,127003,84.47
17,128033,迪龙转债,-2.26%,102.04,-5.98,11.4,1,1.79,AA,4.474,2.35,5.199,128033,89.41
3,113536,三星转债,-1.71%,102.1,-4.45,5.52,0,2.11,AA,5.899,3.06,1.920,未到转股期,93.76
6,128049,华源转债,-1.87%,102.394,-2.17,6.8,0,2.34,AA-,5.395,1.51,3.999,128049,92.506
TOTAL,,,,100.42116666666666,,13.455555555555556,,,,,,,,
