,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128050,钧达转债,-0.90%,106.5,1.65,1.46,0,2.81,AA-,5.638,3.200,未到转股期,92.04
1,128044,岭南转债,-3.06%,105.67,-1.51,3.36,1,1.14,AA,5.315,6.594,128044,90.97
2,113514,威帝转债,-2.27%,107.61,-1.57,1.77,0,0.85,A+,4.244,1.999,191514,90.62
3,128060,中装转债,-1.41%,104.698,-4.31,5.2,0,1.37,AA,5.929,5.250,未到转股期,90.102
4,113524,奇精转债,-1.25%,107.71,-0.45,2.5,0,1.71,AA,5.649,3.300,未到转股期,89.79
5,123023,迪森转债,-1.47%,108.385,-2.01,2.56,0,1.07,AA,5.912,6.000,未到转股期,89.05499999999999
6,113521,科森转债,-1.26%,115.08,1.03,-4.1,0,0.1,AA,5.573,6.100,未到转股期,89.02
7,113527,维格转债,-1.03%,113.21,-0.92,-1.87,0,1.14,AA,5.759,7.460,未到转股期,88.66000000000001
8,123018,溢利转债,0.00%,116.2,0.79,-4.57,0,-0.14,AA-,5.666,6.650,未到转股期,88.37
9,110047,山鹰转债,-1.29%,113.17,-1.29,-1.31,0,0.84,AA+,5.586,23.000,未到转股期,88.14
10,128049,华源转债,-0.97%,113.2,-0.23,-0.81,0,0.4,AA-,5.603,4.000,未到转股期,87.61
11,113017,吉视转债,-0.31%,107.62,3.05,4.79,0,0.54,AA+,4.682,15.592,191017,87.58999999999999
12,128053,尚荣转债,-1.37%,118.362,-3.57,-5.85,0,-0.46,AA,5.819,7.500,未到转股期,87.488
13,123011,德尔转债,-2.68%,109.0,-3.97,3.6,0,1.49,AA-,5.241,5.556,123011,87.4
14,123024,岱勒转债,-2.02%,106.12,-2.56,6.76,0,1.38,A+,4.915,2.100,未到转股期,87.11999999999999
15,113528,长城转债,-1.41%,107.51,-3.41,5.59,0,1.65,AA-,5.86,6.340,未到转股期,86.89999999999999
16,113526,联泰转债,-2.13%,111.39,-2.39,1.73,0,-0.05,AA,5.756,3.900,未到转股期,86.88
17,128056,今飞转债,-1.40%,109.0,-2.88,4.69,0,1.93,A+,5.858,3.680,未到转股期,86.31
18,123019,中来转债,-1.03%,107.5,-3.46,6.35,0,2.66,AA-,5.849,10.000,未到转股期,86.15
19,128057,博彦转债,-1.41%,111.2,-2.82,2.67,0,0.98,AA-,5.871,5.758,未到转股期,86.13
20,128034,江银转债,-0.67%,113.631,-0.75,0.53,2,-0.77,AA+,4.764,17.591,128034,85.839
21,123014,凯发转债,-2.62%,111.599,-4.54,2.88,0,-0.45,A+,4.263,3.150,123014,85.521
22,128025,特一转债,-0.71%,113.7,-0.74,0.96,1,-0.67,AA-,4.625,3.394,128025,85.34
23,113505,杭电转债,-3.36%,108.8,-6.85,6.03,0,0.76,AA,4.871,7.767,191505,85.17
24,110052,贵广转债,0.99%,125.82,3.51,-10.97,0,-0.96,AA+,5.871,16.000,未到转股期,85.15
25,128033,迪龙转债,-1.79%,105.7,-3.96,9.21,1,0.93,AA,4.682,5.199,128033,85.09
26,123010,博世转债,-1.00%,106.45,-0.16,8.81,1,1.23,AA-,5.205,4.298,123010,84.74
27,128048,张行转债,-0.80%,114.15,-0.87,1.43,0,0.02,AA+,5.562,25.000,未到转股期,84.41999999999999
28,128018,时达转债,-1.02%,104.0,-1.56,11.96,1,1.43,AA,4.542,8.823,128018,84.03999999999999
29,128021,兄弟转债,-3.43%,113.0,-5.48,3.17,1,-0.53,AA,4.603,5.122,128021,83.83
