,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,128060,中装转债,0.21%,105.819,1.6,3.83,0,1.18,AA,5.94,5.250,未到转股期,90.351
21,128018,时达转债,0.05%,106.0,0.85,10.29,1,1.0,AA,4.553,8.823,128018,83.71000000000001
22,113016,小康转债,0.02%,107.33,0.71,9.04,1,0.71,AA,4.553,8.814,191016,83.63
16,128050,钧达转债,-0.81%,107.49,-0.05,7.24,0,2.63,AA-,5.649,3.200,未到转股期,85.27000000000001
29,113017,吉视转债,0.45%,108.3,0.34,9.4,0,0.4,AA+,4.693,15.592,191017,82.3
18,127003,海印转债,0.33%,108.598,0.65,6.84,2,1.68,AA,3.14,11.108,127003,84.562
2,123024,岱勒转债,-0.02%,108.78,0.84,2.32,0,0.86,A+,4.926,2.100,未到转股期,88.9
23,128033,迪龙转债,0.46%,109.0,0.88,7.45,1,0.26,AA,4.693,5.199,128033,83.55
17,113528,长城转债,-0.03%,109.42,-0.79,5.87,0,1.34,AA-,5.871,6.340,未到转股期,84.71
9,123019,中来转债,0.01%,109.61,1.33,4.54,0,2.3,AA-,5.86,10.000,未到转股期,85.85
7,113524,奇精转债,1.45%,110.31,2.6,3.18,0,1.27,AA,5.66,3.300,未到转股期,86.50999999999999
3,123023,迪森转债,0.53%,110.478,1.38,0.79,0,0.74,AA,5.923,6.000,未到转股期,88.732
15,128044,岭南转债,0.42%,110.5,2.14,3.89,1,0.28,AA,5.326,6.594,128044,85.61
1,128056,今飞转债,-0.23%,111.25,0.0,-0.2,0,1.56,A+,5.868,3.680,未到转股期,88.95
11,113514,威帝转债,-0.78%,111.27,-1.39,2.92,0,0.05,A+,4.255,1.999,191514,85.81
19,123011,德尔转债,1.65%,112.8,1.48,2.99,0,0.81,AA-,5.252,5.556,123011,84.21000000000001
27,128040,华通转债,0.00%,113.899,0.0,3.01,0,-0.1,AA-,5.156,2.238,128040,83.091
28,128043,东音转债,0.00%,114.09,0.0,3.42,1,0.24,AA-,5.293,2.714,128043,82.49
TOTAL,,,,109.71911111111109,,4.823333333333334,,,,,,,
