,bond_id,bond_nm,increase_rt,price,sincrease_rt,premium_rt,adj_scnt,ytm_rt,rating_cd,year_left,curr_iss_amt,convert_cd,sum
0,113527,维格转债,-6.16%,101.5,-9.97,0.1,0,3.13,AA,5.742,7.460,未到转股期,98.4
1,123018,溢利转债,-2.91%,106.799,-4.21,-3.73,0,1.39,AA-,5.649,6.650,未到转股期,96.931
2,128057,博彦转债,-3.71%,106.4,-3.36,-3.18,0,1.76,AA-,5.855,5.758,未到转股期,96.78
3,123023,迪森转债,-4.12%,100.2,-4.19,4.58,0,2.46,AA,5.896,6.000,未到转股期,95.22
4,128062,亚药转债,-1.12%,103.8,2.52,1.32,0,2.53,AA,5.932,9.650,未到转股期,94.88000000000001
5,113524,奇精转债,0.82%,107.01,2.29,-1.72,0,1.83,AA,5.633,3.300,未到转股期,94.71
6,123013,横河转债,-2.56%,107.574,-0.69,-1.27,0,1.57,A+,5.247,0.385,123013,93.696
7,128063,未来转债,-7.12%,104.0,-10.03,2.36,0,3.75,AA-,5.934,6.300,未到转股期,93.64
8,128053,尚荣转债,-1.23%,113.5,0.67,-6.24,0,0.28,AA,5.803,7.500,未到转股期,92.74
9,110052,贵广转债,-5.61%,114.95,-9.97,-7.56,0,0.61,AA+,5.855,16.000,未到转股期,92.61
10,113521,科森转债,-0.26%,107.14,-1.65,0.41,0,1.42,AA,5.556,6.100,未到转股期,92.45
11,113526,联泰转债,0.39%,109.24,-0.22,-1.27,0,0.3,AA,5.74,3.900,未到转股期,92.03
12,128049,华源转债,-2.13%,105.697,-3.83,2.85,0,1.67,AA-,5.586,4.000,未到转股期,91.453
13,123009,星源转债,-3.74%,105.6,-1.64,2.97,0,0.92,AA,4.86,4.799,123009,91.43
14,127007,湖广转债,-2.76%,107.99,-3.95,0.62,1,1.01,AA+,5.17,13.278,127007,91.39
15,123011,德尔转债,-2.84%,102.7,-5.65,5.97,0,2.69,AA-,5.225,5.556,123011,91.33
16,113523,伟明转债,-0.65%,113.46,1.57,-4.61,0,0.29,AA,5.622,6.700,未到转股期,91.15
17,113519,长久转债,1.75%,111.11,2.18,-1.83,0,1.52,AA,5.532,7.000,未到转股期,90.72
18,123020,富祥转债,-4.41%,111.55,-6.17,-1.87,0,1.45,AA-,5.844,4.200,未到转股期,90.32000000000001
19,128021,兄弟转债,-5.41%,105.378,-10.0,4.41,1,1.02,AA,4.586,5.051,128021,90.212
20,110047,山鹰转债,-0.97%,108.35,-3.78,1.65,0,1.65,AA+,5.57,23.000,未到转股期,90.0
21,123004,铁汉转债,-3.14%,105.3,-6.31,4.78,1,1.02,AA,4.641,8.332,123004,89.92
